sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked,recovery_checked
catholic,St Patrick's College,Prospect Vale,7250,,registrar@stpatricks.tas.edu.au,http://www.stpatricks.tas.edu.au/search,http://www.stpatricks.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.473557,147.127444,true,false
catholic,Marist Regional College,Burnie,7320,,principal@mrc.tas.edu.au,https://mrc.tas.edu.au,http://www.mrc.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.04803,145.886284,true,false
government,Cape Barren Island School,Cape Barren Island,7257,,cape.barren.island@decyp.tas.gov.au,,https://capebarrenisland.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.369305,148.024571,true,false
government,Southern Support School,Howrah,7018,,southern.support.school@decyp.tas.gov.au,,https://southernsupportschool.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.880164,147.401683,true,false
independent,Calvin Christian School,Kingston,7050,,admin@calvin.tas.edu.au,http://www.calvin.tas.edu.au,http://www.calvin.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.97993089,147.30502043,true,false
government,Northern Support School,Ravenswood,7250,,northern.support@education.tas.gov.au,https://schoolsweb.decyp.tas.gov.au/northernsupportschool/,https://northernsupportschool.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.423615,147.172268,true,false
independent,Australian Christian College - Launceston,Newnham,7248,,launceston@acc.edu.au,,https://www.acc.edu.au/launceston/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.3858,147.127401,true,true
independent,Emmanuel Christian School,Rokeby,7019,,admin@cst.tas.edu.au,http://www.cst.tas.edu.au,http://www.cst.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.90075556,147.43857962,true,false
independent,Northern Christian School,Bridgewater,7030,,admin@northern.tas.edu.au,https://www.northern.tas.edu.au/,https://www.northern.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.730637,147.223489,true,false
independent,Channel Christian School,Margate,7054,,admin@cst.tas.edu.au,http://www.cst.tas.edu.au,http://www.cst.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.027034,147.271393,true,false
independent,Australian Christian College - Hobart,Geilston Bay,7015,,hobart@acc.edu.au,,https://www.acc.edu.au/hobart/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.839719,147.352713,true,true
government,Launceston College,Launceston,7250,,launceston.college@education.tas.gov.au,https://launcestoncollege.education.tas.edu.au/search-results,https://launcestoncollege.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.43992227,147.13289463,true,false
government,Elizabeth College,North Hobart,7000,,elizabeth.college@decyp.tas.gov.au,https://elizabethcollege.tas.edu.au/,https://elizabethcollege.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.87760164,147.31775523,true,false
government,Rosny College,Rosny Park,7018,,rosny.college@decyp.tas.gov.au,https://www.rosnycollege.education.tas.edu.au/site-search,https://www.rosnycollege.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.86932994,147.36533631,true,false
catholic,Guilford Young College,Glenorchy,7010,,hobadmin@gyc.tas.edu.au,http://www.gyc.tas.edu.au/,http://www.gyc.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.835,147.27,true,false
government,Claremont College,Claremont,7011,,claremont.college@decyp.tas.gov.au,https://claremontcollege.education.tas.edu.au/site-search,https://claremontcollege.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.79584451,147.25055132,true,false
government,Sandy Bay Infant School,Sandy Bay,7005,,sandy.bay.infant@decyp.tas.gov.au,,https://sandybayinfant.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.90961521,147.34937869,true,false
government,Montrose Bay High School,Rosetta,7010,,montrose.bay.high@decyp.tas.gov.au,https://montrosebayhigh.tas.edu.au/site-search,https://montrosebayhigh.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.82023857,147.2669231,true,false
government,Glenorchy Primary School,Glenorchy,7010,,glenorchy.primary.admin.staff@education.tas.gov.au,https://glenorchyprimary.education.tas.edu.au/site-search,https://glenorchyprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.83091402,147.26726531,true,false
catholic,St Aloysius Catholic College,Huntingfield,7055,,sacc@catholic.tas.edu.au,http://www.staloysius.tas.edu.au/site-search,http://www.staloysius.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.997539,147.289506,true,false
government,Somerset Primary School,Somerset,7322,,somerset.primary@education.tas.gov.au,https://somersetprimary.education.tas.edu.au/site-search,https://somersetprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.03817706,145.81934074,true,false
government,Don College,Devonport,7310,,don.college@education.tas.gov.au,https://doncollege.education.tas.edu.au/site-search,https://doncollege.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.16761222,146.33334709,true,false
government,Hellyer College,Shorewell Park,7320,,hellyer.college@decyp.tas.gov.au,https://hellyercollege.education.tas.edu.au/php/newsletter.php,https://hellyercollege.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.061313,145.881671,true,false
government,Hobart College,Mount Nelson,7007,,,https://hobartcollege.education.tas.edu.au/,https://hobartcollege.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.917107,147.318165,true,true
government,Romaine Park Primary School,Romaine,7320,,romaine.park.primary@decyp.tas.gov.au,,https://romaineparkprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.07792938,145.90136514,true,false
government,Windermere Primary School,Claremont,7011,,jarrod.williams@education.tas.gov.au,https://windermereprimary.education.tas.edu.au/contact/,https://windermereprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.79929094,147.25774957,true,false
government,Austins Ferry Primary School,Claremont,7011,,austins.ferry.primary@decyp.tas.gov.au,https://austinsferryprimary.education.tas.edu.au/site-search,https://austinsferryprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.78491896,147.23896666,true,false
government,JRLF - Senior School,Bridgewater,7030,,servicecentre@decyp.tas.gov.au,,https://jrlfsenior.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.73735506,147.23949761,true,false
government,JRLF - Gagebrook Primary School,Gagebrook,7030,,jrlf.gagebrook.primary.campus@education.tas.gov.au,https://schoolsweb.decyp.tas.gov.au/gagebrookprimary/,https://gagebrookprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.74882742,147.27580782,true,false
government,JRLF - Herdsmans Cove Primary School,Herdsmans Cove,7030,,,,https://jrlf.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.74886383,147.26385697,true,true
government,JRLF - East Derwent Primary School,Bridgewater,7030,,jrlf.east.derwent.primary.campus@education.tas.gov.au,,https://eastderwentprimary.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.74341148,147.24993062,true,false
government,Launceston Big Picture School,Invermay,7248,,lbps@decyp.tas.gov.au,https://lbps.education.tas.edu.au/site-search,https://lbps.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.42794676,147.13906078,true,false
government,Newstead College,Newstead,7250,,linda.goss@education.tas.gov.au,https://newsteadcollege.education.tas.edu.au/site-search,https://newsteadcollege.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.43310275,147.16077778,true,false
independent,Lambert School,North Hobart,7002,,,,http://www.lambertschool.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.876215,147.319525,true,true
government,Port Sorell Primary School,Port Sorell,7307,,port.sorell.primary@decyp.tas.gov.au,,https://portsorellprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.16379772,146.55001066,true,false
government,Andrews Creek Primary School,Wesley Vale,7307,,sarah-jane.tregenza@education.tas.gov.au,https://andrewscreekprimary.education.tas.edu.au/index.php/contact/,https://andrewscreekprimary.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.18898408,146.45880233,true,false
government,East Tamar Primary School,Mayfield,7248,,east.tamar.primary@education.tas.gov.au,https://schoolsweb.decyp.tas.gov.au/easttamarprimary/,https://easttamarprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.38769971,147.12989373,true,false
government,Penguin District School,Penguin,7316,,penguin.district.school@decyp.tas.gov.au,https://penguindistrict.education.tas.edu.au/site-search,https://penguindistrict.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.12693898,146.06930478,true,false
catholic,St Francis Flexible Learning Centre,Chigwell,7011,,st.francis.flc@youthplus.edu.au,,http://youthplus.edu.au/st-francis-hobart-flc/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.8046047,147.2449819,true,false
independent,Tamar Valley Steiner School,Launceston,7250,,,,http://www.tamarvalleysteiner.com.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.46321585399829,147.2024105502765,true,true
independent,Indie School - Glenorchy,Glenorchy,7010,,enquiries@indieschool.edu.au,https://indieschool.edu.au/,https://indieschool.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.833839,147.27975,true,false
independent,Indie School - Devonport,Devonport,7310,,enquiries@indieschool.edu.au,https://indieschool.edu.au/campus/devonport,https://indieschool.edu.au/campus/devonport,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.1769,146.3593,true,false
government,Hobart City High School,New Town,7008,,hobart.city.high@decyp.tas.gov.au,https://www.hobartcityhigh.education.tas.edu.au/site-search,https://www.hobartcityhigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.85515258,147.3003688,true,false
government,Legana Primary School,Legana,7277,,servicecentre@decyp.tas.gov.au,,https://leganaprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.36973,147.05181,true,false
government,Brighton High School,Brighton,7030,,brighton.high@decyp.tas.gov.au,https://brightonhigh.education.tas.edu.au/,https://brightonhigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.70417,147.24669,true,false
